From Zone,To Zone,Distance (km),Approx. Price (Birr)
West Shewa,Halaba,138,69
West Shewa,Kembata Tembaro,678,339
West Shewa,Konso,523,261.5
West Shewa,Silte,721,360.5
West Shewa,South Omo,753,376.5
West Shewa,Wolayita,96,48
West Shewa,Afder,726,363
West Shewa,Dollo,949,474.5
West Shewa,Erer,730,365
West Shewa,Fafan,696,348
West Shewa,Jarar,501,250.5
West Shewa,Korahe,670,335
West Shewa,Liben,391,195.5
West Shewa,Nogob,307,153.5
West Shewa,Shabelle,766,383
West Shewa,Sitti,511,255.5
West Shewa,Central,887,443.5
West Shewa,Eastern,249,124.5
West Shewa,North Western,342,171
West Shewa,Southern,386,193
West Shewa,Western,241,120.5
West Shewa,South Eastern,398,199
West Shewa,Mekelle,131,65.5
West Wellega,Aleta Chuko,946,473
West Wellega,Aleta Wondo,923,461.5
West Wellega,Aroresa,575,287.5
West Wellega,Bensa,229,114.5
West Wellega,Bona,50,25
West Wellega,Bursa,97,48.5
West Wellega,Dale,568,284
West Wellega,Dara,934,467
West Wellega,Gorche,872,436
West Wellega,Hawassa Zuria,474,237
West Wellega,Loka Abaya,429,214.5
West Wellega,Malga,631,315.5
West Wellega,Shebedino,580,290
West Wellega,Wondo Genet,513,256.5
West Wellega,Wonsho,203,101.5
West Wellega,Gamo,778,389
West Wellega,Gedeo,419,209.5
West Wellega,Gofa,783,391.5
West Wellega,Hadiya,331,165.5
West Wellega,Halaba,540,270
West Wellega,Kembata Tembaro,825,412.5
West Wellega,Konso,617,308.5
West Wellega,Silte,292,146
West Wellega,South Omo,758,379
West Wellega,Wolayita,366,183
West Wellega,Afder,277,138.5
West Wellega,Dollo,179,89.5
West Wellega,Erer,103,51.5
West Wellega,Fafan,543,271.5
West Wellega,Jarar,927,463.5
West Wellega,Korahe,189,94.5
West Wellega,Liben,925,462.5
West Wellega,Nogob,485,242.5
West Wellega,Shabelle,651,325.5
West Wellega,Sitti,120,60
West Wellega,Central,627,313.5
West Wellega,Eastern,857,428.5
West Wellega,North Western,186,93
West Wellega,Southern,101,50.5
West Wellega,Western,493,246.5
West Wellega,South Eastern,879,439.5
West Wellega,Mekelle,599,299.5
Aleta Chuko,Aleta Wondo,101,50.5
Aleta Chuko,Aroresa,330,165
Aleta Chuko,Bensa,575,287.5
Aleta Chuko,Bona,239,119.5
Aleta Chuko,Bursa,217,108.5
Aleta Chuko,Dale,475,237.5
Aleta Chuko,Dara,513,256.5
Aleta Chuko,Gorche,608,304
Aleta Chuko,Hawassa Zuria,704,352
Aleta Chuko,Loka Abaya,820,410
Aleta Chuko,Malga,618,309
Aleta Chuko,Shebedino,329,164.5
Aleta Chuko,Wondo Genet,141,70.5
Aleta Chuko,Wonsho,307,153.5
Aleta Chuko,Gamo,942,471
Aleta Chuko,Gedeo,941,470.5
Aleta Chuko,Gofa,810,405
Aleta Chuko,Hadiya,852,426
Aleta Chuko,Halaba,528,264
Aleta Chuko,Kembata Tembaro,315,157.5
Aleta Chuko,Konso,626,313
Aleta Chuko,Silte,151,75.5
Aleta Chuko,South Omo,329,164.5
Aleta Chuko,Wolayita,255,127.5
Aleta Chuko,Afder,654,327
Aleta Chuko,Dollo,172,86
Aleta Chuko,Erer,704,352
Aleta Chuko,Fafan,769,384.5
Aleta Chuko,Jarar,249,124.5
Aleta Chuko,Korahe,75,37.5
Aleta Chuko,Liben,519,259.5
Aleta Chuko,Nogob,585,292.5
Aleta Chuko,Shabelle,351,175.5
Aleta Chuko,Sitti,407,203.5
Aleta Chuko,Central,389,194.5
Aleta Chuko,Eastern,278,139
Aleta Chuko,North Western,393,196.5
Aleta Chuko,Southern,533,266.5
Aleta Chuko,Western,786,393
Aleta Chuko,South Eastern,479,239.5
Aleta Chuko,Mekelle,926,463
Aleta Wondo,Aroresa,796,398
Aleta Wondo,Bensa,361,180.5
Aleta Wondo,Bona,546,273
Aleta Wondo,Bursa,735,367.5
Aleta Wondo,Dale,274,137
Aleta Wondo,Dara,319,159.5
Aleta Wondo,Gorche,630,315
Aleta Wondo,Hawassa Zuria,885,442.5
Aleta Wondo,Loka Abaya,833,416.5
Aleta Wondo,Malga,465,232.5
Aleta Wondo,Shebedino,942,471
Aleta Wondo,Wondo Genet,782,391
Aleta Wondo,Wonsho,73,36.5
Aleta Wondo,Gamo,126,63
Aleta Wondo,Gedeo,455,227.5
Aleta Wondo,Gofa,422,211
Aleta Wondo,Hadiya,371,185.5
Aleta Wondo,Halaba,339,169.5
Aleta Wondo,Kembata Tembaro,663,331.5
Aleta Wondo,Konso,123,61.5
Aleta Wondo,Silte,861,430.5
Aleta Wondo,South Omo,95,47.5
Aleta Wondo,Wolayita,798,399
Aleta Wondo,Afder,952,476
Aleta Wondo,Dollo,201,100.5
Aleta Wondo,Erer,227,113.5
Aleta Wondo,Fafan,923,461.5
Aleta Wondo,Jarar,432,216
Aleta Wondo,Korahe,518,259
Aleta Wondo,Liben,339,169.5
Aleta Wondo,Nogob,386,193
Aleta Wondo,Shabelle,878,439
Aleta Wondo,Sitti,456,228
Aleta Wondo,Central,498,249
Aleta Wondo,Eastern,601,300.5
Aleta Wondo,North Western,929,464.5
Aleta Wondo,Southern,350,175
Aleta Wondo,Western,437,218.5
Aleta Wondo,South Eastern,501,250.5
Aleta Wondo,Mekelle,142,71
Aroresa,Bensa,967,483.5
Aroresa,Bona,239,119.5
Aroresa,Bursa,287,143.5
Aroresa,Dale,748,374
Aroresa,Dara,807,403.5
Aroresa,Gorche,882,441
Aroresa,Hawassa Zuria,202,101
Aroresa,Loka Abaya,474,237
Aroresa,Malga,985,492.5
Aroresa,Shebedino,435,217.5
Aroresa,Wondo Genet,955,477.5
Aroresa,Wonsho,743,371.5
Aroresa,Gamo,801,400.5
Aroresa,Gedeo,927,463.5
Aroresa,Gofa,993,496.5
Aroresa,Hadiya,350,175
Aroresa,Halaba,505,252.5
Aroresa,Kembata Tembaro,562,281
Aroresa,Konso,427,213.5
Aroresa,Silte,393,196.5
Aroresa,South Omo,640,320
Aroresa,Wolayita,738,369
Aroresa,Afder,916,458
Aroresa,Dollo,419,209.5
Aroresa,Erer,61,30.5
Aroresa,Fafan,353,176.5
Aroresa,Jarar,245,122.5
Aroresa,Korahe,491,245.5
Aroresa,Liben,495,247.5
Aroresa,Nogob,980,490
Aroresa,Shabelle,541,270.5
Aroresa,Sitti,938,469
Aroresa,Central,572,286
Aroresa,Eastern,213,106.5
Aroresa,North Western,77,38.5
Aroresa,Southern,780,390
Aroresa,Western,796,398
Aroresa,South Eastern,841,420.5
Aroresa,Mekelle,896,448
Bensa,Bona,518,259
Bensa,Bursa,881,440.5
Bensa,Dale,144,72
Bensa,Dara,692,346
Bensa,Gorche,575,287.5
Bensa,Hawassa Zuria,81,40.5
Bensa,Loka Abaya,998,499
Bensa,Malga,440,220
Bensa,Shebedino,285,142.5
Bensa,Wondo Genet,887,443.5
Bensa,Wonsho,656,328
Bensa,Gamo,566,283
Bensa,Gedeo,620,310
Bensa,Gofa,270,135
Bensa,Hadiya,191,95.5
Bensa,Halaba,326,163
Bensa,Kembata Tembaro,333,166.5
Bensa,Konso,795,397.5
Bensa,Silte,491,245.5
Bensa,South Omo,629,314.5
Bensa,Wolayita,216,108
Bensa,Afder,161,80.5
Bensa,Dollo,907,453.5
Bensa,Erer,673,336.5
Bensa,Fafan,170,85
Bensa,Jarar,501,250.5
Bensa,Korahe,107,53.5
Bensa,Liben,666,333
Bensa,Nogob,176,88
Bensa,Shabelle,224,112
Bensa,Sitti,822,411
Bensa,Central,137,68.5
Bensa,Eastern,852,426
Bensa,North Western,546,273
Bensa,Southern,848,424
Bensa,Western,399,199.5
Bensa,South Eastern,572,286
Bensa,Mekelle,298,149
Bona,Bursa,798,399
Bona,Dale,159,79.5
Bona,Dara,440,220
Bona,Gorche,720,360
Bona,Hawassa Zuria,880,440
Bona,Loka Abaya,938,469
Bona,Malga,919,459.5
Bona,Shebedino,560,280
Bona,Wondo Genet,675,337.5
Bona,Wonsho,758,379
Bona,Gamo,772,386
Bona,Gedeo,735,367.5
Bona,Gofa,290,145
Bona,Hadiya,923,461.5
Bona,Halaba,159,79.5
Bona,Kembata Tembaro,849,424.5
Bona,Konso,206,103
Bona,Silte,843,421.5
Bona,South Omo,158,79
Bona,Wolayita,981,490.5
Bona,Afder,455,227.5
Bona,Dollo,820,410
Bona,Erer,290,145
Bona,Fafan,614,307
Bona,Jarar,854,427
Bona,Korahe,960,480
Bona,Liben,168,84
Bona,Nogob,625,312.5
Bona,Shabelle,313,156.5
Bona,Sitti,461,230.5
Bona,Central,462,231
Bona,Eastern,749,374.5
Bona,North Western,191,95.5
Bona,Southern,777,388.5
Bona,Western,845,422.5
Bona,South Eastern,504,252
Bona,Mekelle,944,472
Bursa,Dale,546,273
Bursa,Dara,908,454
Bursa,Gorche,803,401.5
Bursa,Hawassa Zuria,244,122
Bursa,Loka Abaya,153,76.5
Bursa,Malga,384,192
Bursa,Shebedino,236,118
Bursa,Wondo Genet,386,193
Bursa,Wonsho,752,376
Bursa,Gamo,222,111
Bursa,Gedeo,610,305
Bursa,Gofa,357,178.5
Bursa,Hadiya,896,448
Bursa,Halaba,833,416.5
Bursa,Kembata Tembaro,930,465
Bursa,Konso,177,88.5
Bursa,Silte,519,259.5
Bursa,South Omo,121,60.5
Bursa,Wolayita,945,472.5
Bursa,Afder,252,126
Bursa,Dollo,451,225.5
Bursa,Erer,922,461
Bursa,Fafan,91,45.5
Bursa,Jarar,513,256.5
Bursa,Korahe,507,253.5
Bursa,Liben,407,203.5
Bursa,Nogob,206,103
Bursa,Shabelle,623,311.5
Bursa,Sitti,412,206
Bursa,Central,111,55.5
Bursa,Eastern,558,279
Bursa,North Western,204,102
Bursa,Southern,174,87
Bursa,Western,187,93.5
Bursa,South Eastern,126,63
Bursa,Mekelle,291,145.5
Dale,Dara,481,240.5
Dale,Gorche,87,43.5
Dale,Hawassa Zuria,377,188.5
Dale,Loka Abaya,376,188
Dale,Malga,923,461.5
Dale,Shebedino,272,136
Dale,Wondo Genet,341,170.5
Dale,Wonsho,840,420
Dale,Gamo,718,359
Dale,Gedeo,442,221
Dale,Gofa,299,149.5
Dale,Hadiya,948,474
Dale,Halaba,700,350
Dale,Kembata Tembaro,238,119
Dale,Konso,630,315
Dale,Silte,606,303
Dale,South Omo,649,324.5
Dale,Wolayita,148,74
Dale,Afder,513,256.5
Dale,Dollo,800,400
Dale,Erer,218,109
Dale,Fafan,109,54.5
Dale,Jarar,131,65.5
Dale,Korahe,566,283
Dale,Liben,885,442.5
Dale,Nogob,649,324.5
Dale,Shabelle,877,438.5
Dale,Sitti,265,132.5
Dale,Central,942,471
Dale,Eastern,704,352
Dale,North Western,217,108.5
Dale,Southern,899,449.5
Dale,Western,957,478.5
Dale,South Eastern,836,418
Dale,Mekelle,684,342
Dara,Gorche,167,83.5
Dara,Hawassa Zuria,706,353
Dara,Loka Abaya,695,347.5
Dara,Malga,165,82.5
Dara,Shebedino,91,45.5
Dara,Wondo Genet,557,278.5
Dara,Wonsho,944,472
Dara,Gamo,320,160
Dara,Gedeo,881,440.5
Dara,Gofa,325,162.5
Dara,Hadiya,483,241.5
Dara,Halaba,509,254.5
Dara,Kembata Tembaro,718,359
Dara,Konso,857,428.5
Dara,Silte,472,236
Dara,South Omo,791,395.5
Dara,Wolayita,936,468
Dara,Afder,654,327
Dara,Dollo,966,483
Dara,Erer,513,256.5
Dara,Fafan,335,167.5
Dara,Jarar,347,173.5
Dara,Korahe,293,146.5
Dara,Liben,820,410
Dara,Nogob,733,366.5
Dara,Shabelle,394,197
Dara,Sitti,534,267
Dara,Central,379,189.5
Dara,Eastern,734,367
Dara,North Western,67,33.5
Dara,Southern,764,382
Dara,Western,389,194.5
Dara,South Eastern,209,104.5
Dara,Mekelle,798,399
Gorche,Hawassa Zuria,401,200.5
Gorche,Loka Abaya,909,454.5
Gorche,Malga,652,326
Gorche,Shebedino,646,323
Gorche,Wondo Genet,779,389.5
Gorche,Wonsho,622,311
Gorche,Gamo,115,57.5
Gorche,Gedeo,823,411.5
Gorche,Gofa,457,228.5
Gorche,Hadiya,129,64.5
Gorche,Halaba,575,287.5
Gorche,Kembata Tembaro,452,226
Gorche,Konso,653,326.5
Gorche,Silte,437,218.5
Gorche,South Omo,117,58.5
Gorche,Wolayita,927,463.5
Gorche,Afder,477,238.5
Gorche,Dollo,989,494.5
Gorche,Erer,524,262
Gorche,Fafan,650,325
Gorche,Jarar,255,127.5
Gorche,Korahe,171,85.5
Gorche,Liben,717,358.5
Gorche,Nogob,896,448
Gorche,Shabelle,275,137.5
Gorche,Sitti,879,439.5
Gorche,Central,639,319.5
Gorche,Eastern,748,374
Gorche,North Western,851,425.5
Gorche,Southern,259,129.5
Gorche,Western,379,189.5
Gorche,South Eastern,278,139
Gorche,Mekelle,877,438.5
Hawassa Zuria,Loka Abaya,350,175
Hawassa Zuria,Malga,131,65.5
Hawassa Zuria,Shebedino,108,54
Hawassa Zuria,Wondo Genet,292,146
Hawassa Zuria,Wonsho,341,170.5
Hawassa Zuria,Gamo,604,302
Hawassa Zuria,Gedeo,232,116
Hawassa Zuria,Gofa,90,45
Hawassa Zuria,Hadiya,164,82
Hawassa Zuria,Halaba,970,485
Hawassa Zuria,Kembata Tembaro,955,477.5
Hawassa Zuria,Konso,317,158.5
Hawassa Zuria,Silte,86,43
Hawassa Zuria,South Omo,638,319
Hawassa Zuria,Wolayita,861,430.5
Hawassa Zuria,Afder,507,253.5
Hawassa Zuria,Dollo,546,273
Hawassa Zuria,Erer,197,98.5
Hawassa Zuria,Fafan,424,212
Hawassa Zuria,Jarar,952,476
Hawassa Zuria,Korahe,636,318
Hawassa Zuria,Liben,690,345
Hawassa Zuria,Nogob,573,286.5
Hawassa Zuria,Shabelle,966,483
Hawassa Zuria,Sitti,826,413
Hawassa Zuria,Central,563,281.5
Hawassa Zuria,Eastern,838,419
Hawassa Zuria,North Western,593,296.5
Hawassa Zuria,Southern,399,199.5
Hawassa Zuria,Western,987,493.5
Hawassa Zuria,South Eastern,944,472
Hawassa Zuria,Mekelle,981,490.5
Loka Abaya,Malga,930,465
Loka Abaya,Shebedino,328,164
Loka Abaya,Wondo Genet,470,235
Loka Abaya,Wonsho,429,214.5
Loka Abaya,Gamo,324,162
Loka Abaya,Gedeo,439,219.5
Loka Abaya,Gofa,340,170
Loka Abaya,Hadiya,72,36
Loka Abaya,Halaba,209,104.5
Loka Abaya,Kembata Tembaro,668,334
Loka Abaya,Konso,293,146.5
Loka Abaya,Silte,204,102
Loka Abaya,South Omo,109,54.5
Loka Abaya,Wolayita,151,75.5
Loka Abaya,Afder,517,258.5
Loka Abaya,Dollo,296,148
Loka Abaya,Erer,454,227
Loka Abaya,Fafan,334,167
Loka Abaya,Jarar,631,315.5
Loka Abaya,Korahe,56,28
Loka Abaya,Liben,195,97.5
Loka Abaya,Nogob,704,352
Loka Abaya,Shabelle,736,368
Loka Abaya,Sitti,261,130.5
Loka Abaya,Central,773,386.5
Loka Abaya,Eastern,715,357.5
Loka Abaya,North Western,778,389
Loka Abaya,Southern,678,339
Loka Abaya,Western,248,124
Loka Abaya,South Eastern,638,319
Loka Abaya,Mekelle,768,384
Malga,Shebedino,975,487.5
Malga,Wondo Genet,480,240
Malga,Wonsho,633,316.5
Malga,Gamo,788,394
Malga,Gedeo,669,334.5
Malga,Gofa,628,314
Malga,Hadiya,922,461
Malga,Halaba,357,178.5
Malga,Kembata Tembaro,746,373
Malga,Konso,874,437
Malga,Silte,122,61
Malga,South Omo,291,145.5
Malga,Wolayita,276,138
Malga,Afder,776,388
Malga,Dollo,144,72
Malga,Erer,321,160.5
Malga,Fafan,904,452
Malga,Jarar,510,255
Malga,Korahe,572,286
Malga,Liben,316,158
Malga,Nogob,588,294
Malga,Shabelle,204,102
Malga,Sitti,149,74.5
Malga,Central,269,134.5
Malga,Eastern,535,267.5
Malga,North Western,556,278
Malga,Southern,519,259.5
Malga,Western,997,498.5
Malga,South Eastern,720,360
Malga,Mekelle,435,217.5
Shebedino,Wondo Genet,356,178
Shebedino,Wonsho,986,493
Shebedino,Gamo,201,100.5
Shebedino,Gedeo,59,29.5
Shebedino,Gofa,323,161.5
Shebedino,Hadiya,894,447
Shebedino,Halaba,348,174
Shebedino,Kembata Tembaro,130,65
Shebedino,Konso,82,41
Shebedino,Silte,361,180.5
Shebedino,South Omo,621,310.5
Shebedino,Wolayita,512,256
Shebedino,Afder,275,137.5
Shebedino,Dollo,778,389
Shebedino,Erer,653,326.5
Shebedino,Fafan,405,202.5
Shebedino,Jarar,936,468
Shebedino,Korahe,891,445.5
Shebedino,Liben,182,91
Shebedino,Nogob,979,489.5
Shebedino,Shabelle,151,75.5
Shebedino,Sitti,554,277
Shebedino,Central,753,376.5
Shebedino,Eastern,902,451
Shebedino,North Western,675,337.5
Shebedino,Southern,974,487
Shebedino,Western,651,325.5
Shebedino,South Eastern,723,361.5
Shebedino,Mekelle,334,167
Wondo Genet,Wonsho,865,432.5
Wondo Genet,Gamo,437,218.5
Wondo Genet,Gedeo,235,117.5
Wondo Genet,Gofa,729,364.5
Wondo Genet,Hadiya,416,208
Wondo Genet,Halaba,511,255.5
Wondo Genet,Kembata Tembaro,787,393.5
Wondo Genet,Konso,952,476
Wondo Genet,Silte,313,156.5
Wondo Genet,South Omo,140,70
Wondo Genet,Wolayita,862,431
Wondo Genet,Afder,721,360.5
Wondo Genet,Dollo,989,494.5
Wondo Genet,Erer,939,469.5
Wondo Genet,Fafan,827,413.5
Wondo Genet,Jarar,719,359.5
Wondo Genet,Korahe,764,382
Wondo Genet,Liben,843,421.5
Wondo Genet,Nogob,508,254
Wondo Genet,Shabelle,994,497
Wondo Genet,Sitti,720,360
Wondo Genet,Central,151,75.5
Wondo Genet,Eastern,239,119.5
Wondo Genet,North Western,138,69
Wondo Genet,Southern,540,270
Wondo Genet,Western,921,460.5
Wondo Genet,South Eastern,571,285.5
Wondo Genet,Mekelle,464,232
Wonsho,Gamo,128,64
Wonsho,Gedeo,79,39.5
Wonsho,Gofa,137,68.5
Wonsho,Hadiya,555,277.5
Wonsho,Halaba,956,478
Wonsho,Kembata Tembaro,596,298
Wonsho,Konso,891,445.5
Wonsho,Silte,428,214
Wonsho,South Omo,195,97.5
Wonsho,Wolayita,714,357
Wonsho,Afder,392,196
Wonsho,Dollo,765,382.5
Wonsho,Erer,635,317.5
Wonsho,Fafan,568,284
Wonsho,Jarar,498,249
Wonsho,Korahe,835,417.5
Wonsho,Liben,415,207.5
Wonsho,Nogob,561,280.5
Wonsho,Shabelle,477,238.5
Wonsho,Sitti,190,95
Wonsho,Central,565,282.5
Wonsho,Eastern,1000,500
Wonsho,North Western,825,412.5
Wonsho,Southern,446,223
Wonsho,Western,719,359.5
Wonsho,South Eastern,372,186
Wonsho,Mekelle,801,400.5
Gamo,Gedeo,895,447.5
Gamo,Gofa,289,144.5
Gamo,Hadiya,936,468
Gamo,Halaba,57,28.5
Gamo,Kembata Tembaro,764,382
Gamo,Konso,256,128
Gamo,Silte,575,287.5
Gamo,South Omo,510,255
Gamo,Wolayita,858,429
Gamo,Afder,133,66.5
Gamo,Dollo,762,381
Gamo,Erer,277,138.5
Gamo,Fafan,270,135
Gamo,Jarar,875,437.5
Gamo,Korahe,846,423
Gamo,Liben,916,458
Gamo,Nogob,229,114.5
Gamo,Shabelle,309,154.5
Gamo,Sitti,448,224
Gamo,Central,737,368.5
Gamo,Eastern,199,99.5
Gamo,North Western,98,49
Gamo,Southern,189,94.5
Gamo,Western,468,234
Gamo,South Eastern,590,295
Gamo,Mekelle,390,195
Gedeo,Gofa,943,471.5
Gedeo,Hadiya,745,372.5
Gedeo,Halaba,689,344.5
Gedeo,Kembata Tembaro,163,81.5
Gedeo,Konso,423,211.5
Gedeo,Silte,55,27.5
Gedeo,South Omo,843,421.5
Gedeo,Wolayita,670,335
Gedeo,Afder,172,86
Gedeo,Dollo,900,450
Gedeo,Erer,724,362
Gedeo,Fafan,591,295.5
Gedeo,Jarar,133,66.5
Gedeo,Korahe,445,222.5
Gedeo,Liben,927,463.5
Gedeo,Nogob,862,431
Gedeo,Shabelle,418,209
Gedeo,Sitti,969,484.5
Gedeo,Central,499,249.5
Gedeo,Eastern,223,111.5
Gedeo,North Western,398,199
Gedeo,Southern,768,384
Gedeo,Western,790,395
Gedeo,South Eastern,805,402.5
Gedeo,Mekelle,489,244.5
Gofa,Hadiya,227,113.5
Gofa,Halaba,898,449
Gofa,Kembata Tembaro,605,302.5
Gofa,Konso,628,314
Gofa,Silte,749,374.5
Gofa,South Omo,656,328
Gofa,Wolayita,482,241
Gofa,Afder,671,335.5
Gofa,Dollo,445,222.5
Gofa,Erer,251,125.5
Gofa,Fafan,134,67
Gofa,Jarar,799,399.5
Gofa,Korahe,438,219
Gofa,Liben,888,444
Gofa,Nogob,850,425
Gofa,Shabelle,581,290.5
Gofa,Sitti,645,322.5
Gofa,Central,322,161
Gofa,Eastern,856,428
Gofa,North Western,158,79
Gofa,Southern,823,411.5
Gofa,Western,890,445
Gofa,South Eastern,185,92.5
Gofa,Mekelle,150,75
Hadiya,Halaba,787,393.5
Hadiya,Kembata Tembaro,731,365.5
Hadiya,Konso,441,220.5
Hadiya,Silte,376,188
Hadiya,South Omo,521,260.5
Hadiya,Wolayita,605,302.5
Hadiya,Afder,791,395.5
Hadiya,Dollo,247,123.5
Hadiya,Erer,113,56.5
Hadiya,Fafan,889,444.5
Hadiya,Jarar,735,367.5
Hadiya,Korahe,637,318.5
Hadiya,Liben,153,76.5
Hadiya,Nogob,184,92
Hadiya,Shabelle,686,343
Hadiya,Sitti,187,93.5
Hadiya,Central,595,297.5
Hadiya,Eastern,309,154.5
Hadiya,North Western,628,314
Hadiya,Southern,150,75
Hadiya,Western,240,120
Hadiya,South Eastern,553,276.5
Hadiya,Mekelle,904,452
Halaba,Kembata Tembaro,375,187.5
Halaba,Konso,199,99.5
Halaba,Silte,992,496
Halaba,South Omo,965,482.5
Halaba,Wolayita,862,431
Halaba,Afder,755,377.5
Halaba,Dollo,234,117
Halaba,Erer,85,42.5
Halaba,Fafan,897,448.5
Halaba,Jarar,717,358.5
Halaba,Korahe,586,293
Halaba,Liben,74,37
Halaba,Nogob,472,236
Halaba,Shabelle,137,68.5
Halaba,Sitti,214,107
Halaba,Central,433,216.5
Halaba,Eastern,806,403
Halaba,North Western,300,150
Halaba,Southern,803,401.5
Halaba,Western,389,194.5
Halaba,South Eastern,885,442.5
Halaba,Mekelle,593,296.5
Kembata Tembaro,Konso,481,240.5
Kembata Tembaro,Silte,307,153.5
Kembata Tembaro,South Omo,305,152.5
Kembata Tembaro,Wolayita,221,110.5
Kembata Tembaro,Afder,452,226
Kembata Tembaro,Dollo,779,389.5
Kembata Tembaro,Erer,828,414
Kembata Tembaro,Fafan,595,297.5
Kembata Tembaro,Jarar,872,436
Kembata Tembaro,Korahe,310,155
Kembata Tembaro,Liben,992,496
Kembata Tembaro,Nogob,723,361.5
Kembata Tembaro,Shabelle,402,201
Kembata Tembaro,Sitti,981,490.5
Kembata Tembaro,Central,192,96
Kembata Tembaro,Eastern,164,82
Kembata Tembaro,North Western,247,123.5
Kembata Tembaro,Southern,761,380.5
Kembata Tembaro,Western,463,231.5
Kembata Tembaro,South Eastern,750,375
Kembata Tembaro,Mekelle,601,300.5
Konso,Silte,60,30
Konso,South Omo,950,475
Konso,Wolayita,763,381.5
Konso,Afder,780,390
Konso,Dollo,522,261
Konso,Erer,800,400
Konso,Fafan,132,66
Konso,Jarar,186,93
Konso,Korahe,977,488.5
Konso,Liben,55,27.5
Konso,Nogob,358,179
Konso,Shabelle,318,159
Konso,Sitti,449,224.5
Konso,Central,116,58
Konso,Eastern,867,433.5
Konso,North Western,738,369
Konso,Southern,639,319.5
Konso,Western,558,279
Konso,South Eastern,737,368.5
Konso,Mekelle,183,91.5
Silte,South Omo,408,204
Silte,Wolayita,269,134.5
Silte,Afder,56,28
Silte,Dollo,115,57.5
Silte,Erer,126,63
Silte,Fafan,530,265
Silte,Jarar,926,463
Silte,Korahe,183,91.5
Silte,Liben,137,68.5
Silte,Nogob,351,175.5
Silte,Shabelle,531,265.5
Silte,Sitti,392,196
Silte,Central,132,66
Silte,Eastern,765,382.5
Silte,North Western,918,459
Silte,Southern,788,394
Silte,Western,655,327.5
Silte,South Eastern,980,490
Silte,Mekelle,336,168
South Omo,Wolayita,279,139.5
South Omo,Afder,477,238.5
South Omo,Dollo,736,368
South Omo,Erer,315,157.5
South Omo,Fafan,728,364
South Omo,Jarar,327,163.5
South Omo,Korahe,210,105
South Omo,Liben,84,42
South Omo,Nogob,773,386.5
South Omo,Shabelle,758,379
South Omo,Sitti,302,151
South Omo,Central,607,303.5
South Omo,Eastern,371,185.5
South Omo,North Western,515,257.5
South Omo,Southern,183,91.5
South Omo,Western,771,385.5
South Omo,South Eastern,709,354.5
South Omo,Mekelle,472,236
Wolayita,Afder,315,157.5
Wolayita,Dollo,751,375.5
Wolayita,Erer,101,50.5
Wolayita,Fafan,731,365.5
Wolayita,Jarar,556,278
Wolayita,Korahe,910,455
Wolayita,Liben,819,409.5
Wolayita,Nogob,856,428
Wolayita,Shabelle,249,124.5
Wolayita,Sitti,633,316.5
Wolayita,Central,540,270
Wolayita,Eastern,722,361
Wolayita,North Western,859,429.5
Wolayita,Southern,799,399.5
Wolayita,Western,276,138
Wolayita,South Eastern,509,254.5
Wolayita,Mekelle,108,54
Afder,Dollo,300,150
Afder,Erer,587,293.5
Afder,Fafan,995,497.5
Afder,Jarar,399,199.5
Afder,Korahe,881,440.5
Afder,Liben,99,49.5
Afder,Nogob,849,424.5
Afder,Shabelle,824,412
Afder,Sitti,693,346.5
Afder,Central,163,81.5
Afder,Eastern,779,389.5
Afder,North Western,900,450
Afder,Southern,935,467.5
Afder,Western,725,362.5
Afder,South Eastern,555,277.5
Afder,Mekelle,150,75
Dollo,Erer,113,56.5
Dollo,Fafan,920,460
Dollo,Jarar,513,256.5
Dollo,Korahe,963,481.5
Dollo,Liben,402,201
Dollo,Nogob,907,453.5
Dollo,Shabelle,270,135
Dollo,Sitti,667,333.5
Dollo,Central,266,133
Dollo,Eastern,333,166.5
Dollo,North Western,388,194
Dollo,Southern,421,210.5
Dollo,Western,834,417
Dollo,South Eastern,888,444
Dollo,Mekelle,531,265.5
Erer,Fafan,781,390.5
Erer,Jarar,734,367
Erer,Korahe,537,268.5
Erer,Liben,248,124
Erer,Nogob,588,294
Erer,Shabelle,117,58.5
Erer,Sitti,768,384
Erer,Central,770,385
Erer,Eastern,169,84.5
Erer,North Western,859,429.5
Erer,Southern,86,43
Erer,Western,419,209.5
Erer,South Eastern,540,270
Erer,Mekelle,962,481
Fafan,Jarar,796,398
Fafan,Korahe,120,60
Fafan,Liben,625,312.5
Fafan,Nogob,363,181.5
Fafan,Shabelle,696,348
Fafan,Sitti,776,388
Fafan,Central,913,456.5
Fafan,Eastern,744,372
Fafan,North Western,321,160.5
Fafan,Southern,673,336.5
Fafan,Western,468,234
Fafan,South Eastern,904,452
Fafan,Mekelle,795,397.5
Jarar,Korahe,430,215
Jarar,Liben,519,259.5
Jarar,Nogob,938,469
Jarar,Shabelle,471,235.5
Jarar,Sitti,265,132.5
Jarar,Central,156,78
Jarar,Eastern,158,79
Jarar,North Western,480,240
Jarar,Southern,207,103.5
Jarar,Western,253,126.5
Jarar,South Eastern,579,289.5
Jarar,Mekelle,143,71.5
Korahe,Liben,212,106
Korahe,Nogob,970,485
Korahe,Shabelle,751,375.5
Korahe,Sitti,350,175
Korahe,Central,200,100
Korahe,Eastern,260,130
Korahe,North Western,215,107.5
Korahe,Southern,88,44
Korahe,Western,786,393
Korahe,South Eastern,778,389
